repeat,patient_id,split,stratum
9,NA11843,train,EUR__M
9,NA20765,train,EUR__M
9,HG01780,train,EUR__M
9,NA20528,train,EUR__M
9,NA12144,train,EUR__M
9,HG01678,train,EUR__M
9,HG02219,train,EUR__M
9,HG01512,train,EUR__M
9,HG00105,train,EUR__M
9,NA12872,train,EUR__M
9,NA12154,train,EUR__M
9,NA10845,train,EUR__M
9,HG01508,train,EUR__M
9,HG00246,train,EUR__M
9,HG00126,train,EUR__M
9,HG00116,train,EUR__M
9,HG01747,train,EUR__M
9,NA11932,train,EUR__M
9,HG01603,train,EUR__M
9,NA07347,train,EUR__M
9,NA20586,train,EUR__M
9,NA11829,train,EUR__M
9,HG00109,train,EUR__M
9,NA12874,train,EUR__M
9,NA06984,train,EUR__M
9,NA12286,train,EUR__M
9,NA12056,train,EUR__M
9,HG00382,train,EUR__M
9,NA12766,train,EUR__M
9,HG01708,train,EUR__M
9,NA11992,train,EUR__M
9,HG00160,train,EUR__M
9,NA20512,train,EUR__M
9,NA07051,train,EUR__M
9,NA12347,train,EUR__M
9,NA20770,train,EUR__M
9,NA20810,train,EUR__M
9,HG01523,train,EUR__M
9,HG02221,train,EUR__M
9,HG00264,train,EUR__M
9,NA12775,train,EUR__M
9,HG00375,train,EUR__M
9,NA20796,train,EUR__M
9,HG00243,train,EUR__M
9,NA20767,train,EUR__M
9,HG01748,train,EUR__M
9,HG00358,train,EUR__M
9,HG00329,train,EUR__M
9,NA12282,train,EUR__M
9,HG00336,train,EUR__M
9,HG00325,train,EUR__M
9,HG00244,train,EUR__M
9,HG00136,train,EUR__M
9,NA20803,train,EUR__M
9,HG01601,train,EUR__M
9,NA12777,train,EUR__M
9,NA20792,train,EUR__M
9,HG01536,train,EUR__M
9,NA20763,train,EUR__M
9,HG00151,train,EUR__M
9,HG00284,train,EUR__M
9,NA20510,train,EUR__M
9,HG01506,train,EUR__M
9,NA20520,train,EUR__M
9,HG01610,train,EUR__M
9,HG00149,train,EUR__M
9,NA10837,train,EUR__M
9,HG01761,train,EUR__M
9,HG01334,train,EUR__M
9,NA12891,train,EUR__M
9,HG01699,train,EUR__M
9,NA20524,train,EUR__M
9,NA10857,train,EUR__M
9,NA07029,train,EUR__M
9,HG00142,train,EUR__M
9,HG01529,train,EUR__M
9,NA20509,train,EUR__M
9,NA20762,train,EUR__M
9,NA12877,train,EUR__M
9,NA12043,train,EUR__M
9,HG01698,train,EUR__M
9,NA06994,train,EUR__M
9,NA06986,train,EUR__M
9,NA10830,train,EUR__M
9,NA20814,train,EUR__M
9,HG01527,train,EUR__M
9,HG02231,train,EUR__M
9,NA20519,train,EUR__M
9,HG01526,train,EUR__M
9,HG00345,train,EUR__M
9,NA12344,train,EUR__M
9,HG01505,train,EUR__M
9,HG01791,train,EUR__M
9,NA12827,train,EUR__M
9,NA07435,train,EUR__M
9,HG01521,train,EUR__M
9,NA10860,train,EUR__M
9,HG00277,train,EUR__M
9,NA10838,train,EUR__M
9,HG00096,train,EUR__M
9,HG01532,train,EUR__M
9,HG00234,train,EUR__M
9,NA10865,train,EUR__M
9,HG01674,train,EUR__M
9,NA12413,train,EUR__M
9,NA12146,train,EUR__M
9,NA20539,train,EUR__M
9,NA10842,train,EUR__M
9,NA12335,train,EUR__M
9,HG01615,train,EUR__M
9,HG00187,train,EUR__M
9,NA20516,train,EUR__M
9,NA12864,train,EUR__M
9,HG00273,train,EUR__M
9,NA20785,train,EUR__M
9,HG01500,train,EUR__M
9,HG01671,train,EUR__M
9,HG01606,train,EUR__M
9,HG01672,train,EUR__M
9,HG00140,train,EUR__M
9,NA11881,train,EUR__M
9,HG01705,val,EUR__M
9,HG02224,val,EUR__M
9,HG01771,val,EUR__M
9,NA07357,val,EUR__M
9,NA20755,val,EUR__M
9,NA20538,val,EUR__M
9,NA10846,val,EUR__M
9,HG02236,val,EUR__M
9,NA12716,val,EUR__M
9,HG00189,val,EUR__M
9,HG01775,val,EUR__M
9,HG01669,val,EUR__M
9,NA12801,val,EUR__M
9,HG00145,val,EUR__M
9,HG00188,val,EUR__M
9,HG01619,val,EUR__M
9,HG01778,val,EUR__M
9,HG00351,val,EUR__M
9,HG00369,val,EUR__M
9,HG02238,val,EUR__M
9,NA20809,val,EUR__M
9,HG00335,val,EUR__M
9,NA11839,val,EUR__M
9,NA20515,val,EUR__M
9,HG00338,val,EUR__M
9,HG00143,val,EUR__M
9,NA20513,val,EUR__M
9,NA20812,val,EUR__M
9,HG01502,val,EUR__M
9,HG01617,val,EUR__M
9,HG00112,val,EUR__M
9,HG00366,val,EUR__M
9,HG00267,val,EUR__M
9,NA20543,val,EUR__M
9,NA20544,val,EUR__M
9,NA20827,val,EUR__M
9,NA20532,val,EUR__M
9,NA12739,val,EUR__M
9,HG00271,val,EUR__M
9,NA20525,val,EUR__M
9,NA06995,val,EUR__M
9,NA20581,val,EUR__M
9,HG00371,val,EUR__M
9,HG00321,val,EUR__M
9,NA12045,val,EUR__M
9,HG00159,test,EUR__M
9,HG01631,test,EUR__M
9,NA12817,test,EUR__M
9,HG00372,test,EUR__M
9,HG01701,test,EUR__M
9,NA10856,test,EUR__M
9,NA20778,test,EUR__M
9,HG00280,test,EUR__M
9,HG00190,test,EUR__M
9,HG01629,test,EUR__M
9,NA07349,test,EUR__M
9,NA10851,test,EUR__M
9,HG00114,test,EUR__M
9,HG00278,test,EUR__M
9,HG01627,test,EUR__M
9,HG00139,test,EUR__M
9,NA20518,test,EUR__M
9,HG01608,test,EUR__M
9,NA20534,test,EUR__M
9,HG00185,test,EUR__M
9,HG00138,test,EUR__M
9,HG01611,test,EUR__M
9,HG01789,test,EUR__M
9,HG01696,test,EUR__M
9,HG01783,test,EUR__M
9,NA07048,test,EUR__M
9,NA20806,test,EUR__M
9,HG00360,test,EUR__M
9,HG00342,test,EUR__M
9,HG01503,test,EUR__M
9,NA12546,test,EUR__M
9,NA20521,test,EUR__M
9,HG00107,test,EUR__M
9,NA12762,test,EUR__M
9,HG01624,test,EUR__M
9,HG01765,test,EUR__M
9,NA12814,test,EUR__M
9,HG00103,test,EUR__M
9,HG00131,test,EUR__M
9,HG00157,test,EUR__M
9,HG01667,test,EUR__M
9,NA11919,test,EUR__M
9,HG00260,test,EUR__M
9,HG00311,test,EUR__M
9,HG00183,test,EUR__M
9,NA20801,test,EUR__M
9,NA06993,test,EUR__M
9,NA20790,train,EUR__F
9,HG01520,train,EUR__F
9,HG00111,train,EUR__F
9,HG01513,train,EUR__F
9,HG01746,train,EUR__F
9,HG02225,train,EUR__F
9,NA12386,train,EUR__F
9,HG01676,train,EUR__F
9,NA12336,train,EUR__F
9,NA20818,train,EUR__F
9,HG00282,train,EUR__F
9,HG01786,train,EUR__F
9,HG00261,train,EUR__F
9,HG00272,train,EUR__F
9,HG00378,train,EUR__F
9,HG02223,train,EUR__F
9,HG01710,train,EUR__F
9,HG00349,train,EUR__F
9,NA20540,train,EUR__F
9,NA11995,train,EUR__F
9,NA12057,train,EUR__F
9,HG01620,train,EUR__F
9,HG00339,train,EUR__F
9,NA20504,train,EUR__F
9,HG00380,train,EUR__F
9,HG00332,train,EUR__F
9,NA12802,train,EUR__F
9,HG01790,train,EUR__F
9,NA12249,train,EUR__F
9,HG00233,train,EUR__F
9,HG00130,train,EUR__F
9,NA12287,train,EUR__F
9,HG00158,train,EUR__F
9,NA12873,train,EUR__F
9,NA12044,train,EUR__F
9,HG00285,train,EUR__F
9,NA20541,train,EUR__F
9,NA20802,train,EUR__F
9,HG00319,train,EUR__F
9,HG01707,train,EUR__F
9,HG00123,train,EUR__F
9,HG00381,train,EUR__F
9,HG00150,train,EUR__F
9,HG01607,train,EUR__F
9,NA07045,train,EUR__F
9,HG02232,train,EUR__F
9,HG00320,train,EUR__F
9,HG00180,train,EUR__F
9,NA20797,train,EUR__F
9,HG00373,train,EUR__F
9,HG00133,train,EUR__F
9,HG00376,train,EUR__F
9,NA12004,train,EUR__F
9,NA07055,train,EUR__F
9,NA12414,train,EUR__F
9,HG01501,train,EUR__F
9,NA12718,train,EUR__F
9,HG00346,train,EUR__F
9,HG01537,train,EUR__F
9,HG01668,train,EUR__F
9,NA07014,train,EUR__F
9,HG01616,train,EUR__F
9,NA20819,train,EUR__F
9,HG00235,train,EUR__F
9,HG01612,train,EUR__F
9,HG00100,train,EUR__F
9,HG00231,train,EUR__F
9,HG00266,train,EUR__F
9,NA20821,train,EUR__F
9,HG00120,train,EUR__F
9,HG00174,train,EUR__F
9,NA12776,train,EUR__F
9,HG00306,train,EUR__F
9,NA10843,train,EUR__F
9,HG01779,train,EUR__F
9,HG00350,train,EUR__F
9,NA10864,train,EUR__F
9,NA12489,train,EUR__F
9,NA11993,train,EUR__F
9,HG00177,train,EUR__F
9,HG00343,train,EUR__F
9,HG01519,train,EUR__F
9,HG01673,train,EUR__F
9,NA10840,train,EUR__F
9,HG01614,train,EUR__F
9,NA20502,train,EUR__F
9,HG01766,train,EUR__F
9,HG00268,train,EUR__F
9,HG00259,train,EUR__F
9,NA20761,train,EUR__F
9,HG01772,train,EUR__F
9,NA20542,train,EUR__F
9,HG01670,train,EUR__F
9,HG00315,train,EUR__F
9,NA20531,train,EUR__F
9,HG00253,train,EUR__F
9,HG01773,train,EUR__F
9,HG02240,train,EUR__F
9,HG00099,train,EUR__F
9,NA12749,train,EUR__F
9,NA20587,train,EUR__F
9,NA10861,train,EUR__F
9,NA12383,train,EUR__F
9,NA20503,train,EUR__F
9,HG01784,train,EUR__F
9,HG00118,train,EUR__F
9,HG00110,train,EUR__F
9,NA11933,train,EUR__F
9,HG00337,train,EUR__F
9,HG01504,train,EUR__F
9,HG00365,train,EUR__F
9,NA10854,train,EUR__F
9,HG00334,train,EUR__F
9,HG00328,train,EUR__F
9,HG00361,train,EUR__F
9,HG01613,train,EUR__F
9,HG00146,train,EUR__F
9,NA20766,train,EUR__F
9,NA07031,train,EUR__F
9,NA10836,train,EUR__F
9,HG00132,train,EUR__F
9,HG00128,train,EUR__F
9,HG00237,train,EUR__F
9,HG00331,train,EUR__F
9,HG01684,train,EUR__F
9,NA20517,train,EUR__F
9,NA12283,train,EUR__F
9,NA20800,train,EUR__F
9,NA20753,train,EUR__F
9,HG00106,train,EUR__F
9,HG00176,train,EUR__F
9,HG01704,train,EUR__F
9,NA11920,train,EUR__F
9,HG00121,train,EUR__F
9,NA12343,train,EUR__F
9,HG00262,train,EUR__F
9,NA10863,train,EUR__F
9,NA20530,train,EUR__F
9,HG00250,train,EUR__F
9,NA12341,train,EUR__F
9,HG01525,train,EUR__F
9,NA11918,train,EUR__F
9,NA12892,train,EUR__F
9,HG00154,train,EUR__F
9,HG01522,train,EUR__F
9,HG00357,train,EUR__F
9,HG01604,train,EUR__F
9,NA07019,train,EUR__F
9,NA12818,train,EUR__F
9,NA20828,train,EUR__F
9,HG02239,train,EUR__F
9,HG00269,train,EUR__F
9,NA20807,train,EUR__F
9,HG00263,train,EUR__F
9,NA12761,train,EUR__F
9,NA12348,train,EUR__F
9,NA20774,train,EUR__F
9,HG02215,train,EUR__F
9,NA20795,train,EUR__F
9,HG00097,train,EUR__F
9,NA20508,train,EUR__F
9,HG00356,train,EUR__F
9,HG02222,train,EUR__F
9,NA12058,train,EUR__F
9,NA12329,train,EUR__F
9,NA10855,train,EUR__F
9,NA12763,train,EUR__F
9,NA12234,train,EUR__F
9,HG01762,train,EUR__F
9,HG01768,train,EUR__F
9,HG01510,train,EUR__F
9,HG00258,train,EUR__F
9,HG01711,train,EUR__F
9,HG02230,train,EUR__F
9,NA10852,train,EUR__F
9,HG00318,train,EUR__F
9,HG01528,train,EUR__F
9,NA12239,train,EUR__F
9,HG01776,train,EUR__F
9,HG01618,train,EUR__F
9,HG01681,train,EUR__F
9,HG01757,train,EUR__F
9,HG01516,train,EUR__F
9,HG00281,train,EUR__F
9,HG00239,train,EUR__F
9,HG00127,train,EUR__F
9,HG00364,train,EUR__F
9,NA11892,train,EUR__F
9,HG00125,train,EUR__F
9,HG01755,train,EUR__F
9,HG00238,train,EUR__F
9,NA12006,train,EUR__F
9,NA12890,train,EUR__F
9,HG00288,train,EUR__F
9,NA12145,train,EUR__F
9,HG01626,train,EUR__F
9,NA12815,train,EUR__F
9,HG00324,train,EUR__F
9,HG00367,train,EUR__F
9,NA20522,train,EUR__F
9,NA20832,train,EUR__F
9,HG00254,train,EUR__F
9,HG01514,train,EUR__F
9,HG01702,train,EUR__F
9,HG02229,train,EUR__F
9,HG00122,train,EUR__F
9,NA20813,train,EUR__F
9,NA12753,train,EUR__F
9,HG00245,train,EUR__F
9,HG01623,train,EUR__F
9,NA10839,train,EUR__F
9,HG01517,train,EUR__F
9,HG01605,train,EUR__F
9,HG00323,train,EUR__F
9,NA07348,train,EUR__F
9,HG01685,train,EUR__F
9,NA20585,train,EUR__F
9,NA12875,train,EUR__F
9,NA20826,train,EUR__F
9,NA11840,train,EUR__F
9,NA12878,train,EUR__F
9,NA12828,train,EUR__F
9,HG01531,train,EUR__F
9,HG00362,train,EUR__F
9,NA12046,train,EUR__F
9,HG00353,train,EUR__F
9,NA11832,train,EUR__F
9,NA07000,train,EUR__F
9,HG00171,train,EUR__F
9,HG00327,val,EUR__F
9,HG00232,val,EUR__F
9,NA20756,val,EUR__F
9,HG01511,val,EUR__F
9,HG00275,val,EUR__F
9,HG00137,val,EUR__F
9,NA12236,val,EUR__F
9,NA20529,val,EUR__F
9,HG00255,val,EUR__F
9,NA10847,val,EUR__F
9,NA10831,val,EUR__F
9,NA20773,val,EUR__F
9,HG01632,val,EUR__F
9,NA20799,val,EUR__F
9,HG00313,val,EUR__F
9,HG00309,val,EUR__F
9,HG01622,val,EUR__F
9,NA11894,val,EUR__F
9,NA11830,val,EUR__F
9,NA20507,val,EUR__F
9,HG00355,val,EUR__F
9,NA12273,val,EUR__F
9,NA07056,val,EUR__F
9,HG00276,val,EUR__F
9,NA20589,val,EUR__F
9,NA20771,val,EUR__F
9,HG02220,val,EUR__F
9,NA20535,val,EUR__F
9,HG00274,val,EUR__F
9,NA12865,val,EUR__F
9,NA12767,val,EUR__F
9,NA06989,val,EUR__F
9,NA20808,val,EUR__F
9,NA20764,val,EUR__F
9,HG00344,val,EUR__F
9,HG01770,val,EUR__F
9,HG01538,val,EUR__F
9,NA20760,val,EUR__F
9,NA07037,val,EUR__F
9,NA20822,val,EUR__F
9,NA12156,val,EUR__F
9,NA20757,val,EUR__F
9,HG00383,val,EUR__F
9,NA07345,val,EUR__F
9,NA12275,val,EUR__F
9,NA12376,val,EUR__F
9,HG01782,val,EUR__F
9,HG00379,val,EUR__F
9,HG00330,val,EUR__F
9,NA12400,test,EUR__F
9,HG02235,test,EUR__F
9,NA20775,test,EUR__F
9,NA20768,test,EUR__F
9,HG01695,test,EUR__F
9,NA11882,test,EUR__F
9,HG01677,test,EUR__F
9,NA06991,test,EUR__F
9,NA20533,test,EUR__F
9,HG00178,test,EUR__F
9,HG00179,test,EUR__F
9,NA20582,test,EUR__F
9,HG01697,test,EUR__F
9,HG01763,test,EUR__F
9,NA20514,test,EUR__F
9,NA20804,test,EUR__F
9,HG00304,test,EUR__F
9,HG00368,test,EUR__F
9,NA06997,test,EUR__F
9,NA12832,test,EUR__F
9,NA20506,test,EUR__F
9,HG01628,test,EUR__F
9,NA07346,test,EUR__F
9,NA12740,test,EUR__F
9,HG00102,test,EUR__F
9,NA20786,test,EUR__F
9,NA10859,test,EUR__F
9,NA20505,test,EUR__F
9,HG01706,test,EUR__F
9,NA12778,test,EUR__F
9,HG00240,test,EUR__F
9,NA11931,test,EUR__F
9,HG00173,test,EUR__F
9,NA20769,test,EUR__F
9,NA20772,test,EUR__F
9,HG00236,test,EUR__F
9,HG00326,test,EUR__F
9,NA06985,test,EUR__F
9,HG00257,test,EUR__F
9,HG00384,test,EUR__F
9,HG01602,test,EUR__F
9,NA12843,test,EUR__F
9,NA12830,test,EUR__F
9,NA12751,test,EUR__F
9,HG01507,test,EUR__F
9,NA12717,test,EUR__F
9,HG01687,test,EUR__F
9,HG02237,test,EUR__F
9,NA12813,test,EUR__F
9,HG01679,test,EUR__F
9,NA18645,train,EAS__M
9,HG00475,train,EAS__M
9,HG00451,train,EAS__M
9,HG02524,train,EAS__M
9,NA18967,train,EAS__M
9,HG01860,train,EAS__M
9,HG01028,train,EAS__M
9,HG00444,train,EAS__M
9,HG02401,train,EAS__M
9,HG02373,train,EAS__M
9,HG02076,train,EAS__M
9,NA18747,train,EAS__M
9,HG02030,train,EAS__M
9,NA18622,train,EAS__M
9,HG01596,train,EAS__M
9,HG02015,train,EAS__M
9,HG00420,train,EAS__M
9,HG00658,train,EAS__M
9,HG00671,train,EAS__M
9,HG00704,train,EAS__M
9,NA18983,train,EAS__M
9,NA18943,train,EAS__M
9,NA19083,train,EAS__M
9,NA18945,train,EAS__M
9,HG00538,train,EAS__M
9,HG00709,train,EAS__M
9,HG00881,train,EAS__M
9,NA18534,train,EAS__M
9,NA18632,train,EAS__M
9,NA18557,train,EAS__M
9,HG02394,train,EAS__M
9,HG02047,train,EAS__M
9,HG02027,train,EAS__M
9,HG02351,train,EAS__M
9,NA19067,train,EAS__M
9,HG00692,train,EAS__M
9,HG02122,train,EAS__M
9,HG02374,train,EAS__M
9,HG00403,train,EAS__M
9,HG02040,train,EAS__M
9,HG00613,train,EAS__M
9,NA18944,train,EAS__M
9,HG00418,train,EAS__M
9,HG02070,train,EAS__M
9,HG02067,train,EAS__M
9,NA18960,train,EAS__M
9,NA18606,train,EAS__M
9,NA18948,train,EAS__M
9,HG00685,train,EAS__M
9,NA18561,train,EAS__M
9,HG02396,train,EAS__M
9,HG00577,train,EAS__M
9,HG00650,train,EAS__M
9,NA18608,train,EAS__M
9,HG02131,train,EAS__M
9,NA18974,train,EAS__M
9,HG00625,train,EAS__M
9,HG02512,train,EAS__M
9,NA19086,train,EAS__M
9,HG00524,train,EAS__M
9,HG00465,train,EAS__M
9,NA18952,train,EAS__M
9,NA19056,train,EAS__M
9,HG02385,train,EAS__M
9,HG00683,train,EAS__M
9,HG00463,train,EAS__M
9,NA18984,train,EAS__M
9,HG00698,train,EAS__M
9,NA18633,train,EAS__M
9,NA19012,train,EAS__M
9,HG02132,train,EAS__M
9,HG01873,train,EAS__M
9,HG00556,train,EAS__M
9,HG00565,train,EAS__M
9,HG00457,train,EAS__M
9,HG02392,train,EAS__M
9,NA18563,train,EAS__M
9,HG01031,train,EAS__M
9,HG02077,train,EAS__M
9,NA18572,train,EAS__M
9,NA19075,train,EAS__M
9,HG02391,train,EAS__M
9,NA19072,train,EAS__M
9,HG00459,train,EAS__M
9,NA19062,train,EAS__M
9,NA19088,train,EAS__M
9,HG00609,train,EAS__M
9,HG00532,train,EAS__M
9,HG00691,train,EAS__M
9,HG00628,train,EAS__M
9,HG00477,train,EAS__M
9,HG02371,train,EAS__M
9,NA18965,train,EAS__M
9,HG00580,train,EAS__M
9,NA18639,train,EAS__M
9,HG02386,train,EAS__M
9,HG02250,train,EAS__M
9,HG02035,train,EAS__M
9,NA18962,train,EAS__M
9,HG02128,train,EAS__M
9,NA18986,train,EAS__M
9,NA18629,train,EAS__M
9,HG02058,train,EAS__M
9,HG00707,train,EAS__M
9,NA18749,train,EAS__M
9,HG00694,train,EAS__M
9,NA18643,train,EAS__M
9,HG02395,train,EAS__M
9,NA18966,train,EAS__M
9,NA18745,train,EAS__M
9,HG00634,train,EAS__M
9,NA19009,train,EAS__M
9,NA18611,train,EAS__M
9,HG00472,train,EAS__M
9,HG01861,train,EAS__M
9,HG02137,train,EAS__M
9,HG02116,train,EAS__M
9,HG00594,train,EAS__M
9,NA18546,train,EAS__M
9,HG02383,train,EAS__M
9,HG00478,train,EAS__M
9,NA18558,train,EAS__M
9,HG00592,train,EAS__M
9,NA19007,train,EAS__M
9,HG02138,train,EAS__M
9,HG00409,train,EAS__M
9,NA18647,train,EAS__M
9,HG00533,train,EAS__M
9,HG00583,train,EAS__M
9,NA18530,train,EAS__M
9,HG01840,train,EAS__M
9,NA19060,train,EAS__M
9,NA18977,train,EAS__M
9,NA18988,train,EAS__M
9,NA18624,train,EAS__M
9,NA18636,train,EAS__M
9,HG02380,train,EAS__M
9,NA18638,train,EAS__M
9,NA18757,train,EAS__M
9,HG01842,train,EAS__M
9,NA18548,train,EAS__M
9,HG02384,train,EAS__M
9,HG00445,train,EAS__M
9,NA18995,train,EAS__M
9,HG02026,train,EAS__M
9,HG02074,train,EAS__M
9,HG02056,train,EAS__M
9,NA18620,train,EAS__M
9,HG02409,train,EAS__M
9,HG00480,train,EAS__M
9,HG00448,train,EAS__M
9,HG01866,train,EAS__M
9,NA19079,train,EAS__M
9,HG02079,train,EAS__M
9,HG02406,train,EAS__M
9,NA18953,train,EAS__M
9,HG00591,train,EAS__M
9,NA19000,train,EAS__M
9,HG02410,train,EAS__M
9,HG02390,train,EAS__M
9,HG00535,train,EAS__M
9,HG01864,train,EAS__M
9,NA18748,train,EAS__M
9,NA18961,train,EAS__M
9,HG01867,train,EAS__M
9,NA18603,train,EAS__M
9,HG02088,train,EAS__M
9,HG01811,train,EAS__M
9,HG02032,train,EAS__M
9,HG00421,train,EAS__M
9,NA18544,train,EAS__M
9,HG00627,train,EAS__M
9,NA19066,train,EAS__M
9,HG00526,train,EAS__M
9,NA18543,train,EAS__M
9,HG00502,train,EAS__M
9,NA19082,train,EAS__M
9,HG02397,train,EAS__M
9,HG02071,train,EAS__M
9,HG02073,train,EAS__M
9,HG00662,train,EAS__M
9,HG00656,train,EAS__M
9,NA18559,train,EAS__M
9,HG02017,train,EAS__M
9,HG02399,train,EAS__M
9,NA18562,train,EAS__M
9,HG01852,train,EAS__M
9,NA18970,train,EAS__M
9,HG02120,train,EAS__M
9,HG02407,train,EAS__M
9,NA19068,train,EAS__M
9,HG00844,train,EAS__M
9,NA18940,train,EAS__M
9,NA19070,train,EAS__M
9,NA18623,train,EAS__M
9,NA18609,train,EAS__M
9,NA18635,train,EAS__M
9,HG02023,train,EAS__M
9,HG02402,train,EAS__M
9,HG02029,train,EAS__M
9,HG00595,train,EAS__M
9,NA19085,train,EAS__M
9,HG02064,train,EAS__M
9,HG01872,train,EAS__M
9,HG02141,val,EAS__M
9,NA18613,val,EAS__M
9,HG01846,val,EAS__M
9,HG00610,val,EAS__M
9,HG00619,val,EAS__M
9,HG00982,val,EAS__M
9,HG00664,val,EAS__M
9,HG00542,val,EAS__M
9,HG00536,val,EAS__M
9,NA18971,val,EAS__M
9,NA18648,val,EAS__M
9,HG00622,val,EAS__M
9,HG00436,val,EAS__M
9,HG02050,val,EAS__M
9,HG00512,val,EAS__M
9,HG00589,val,EAS__M
9,NA18994,val,EAS__M
9,HG02389,val,EAS__M
9,HG00653,val,EAS__M
9,HG02367,val,EAS__M
9,NA18612,val,EAS__M
9,HG02356,val,EAS__M
9,HG00689,val,EAS__M
9,NA18959,val,EAS__M
9,HG01816,val,EAS__M
9,HG02134,val,EAS__M
9,NA18605,val,EAS__M
9,HG00567,val,EAS__M
9,NA19055,val,EAS__M
9,HG02353,val,EAS__M
9,HG00636,val,EAS__M
9,HG01810,val,EAS__M
9,NA19063,val,EAS__M
9,HG00607,val,EAS__M
9,HG00474,val,EAS__M
9,NA18985,val,EAS__M
9,HG01865,val,EAS__M
9,HG02061,val,EAS__M
9,HG00673,val,EAS__M
9,NA18982,val,EAS__M
9,HG02521,val,EAS__M
9,NA19004,val,EAS__M
9,NA19058,val,EAS__M
9,HG00406,test,EAS__M
9,HG01844,test,EAS__M
9,NA18990,test,EAS__M
9,HG00559,test,EAS__M
9,NA18989,test,EAS__M
9,HG00530,test,EAS__M
9,HG02408,test,EAS__M
9,NA18637,test,EAS__M
9,HG01849,test,EAS__M
9,HG02129,test,EAS__M
9,NA19005,test,EAS__M
9,HG02135,test,EAS__M
9,NA19006,test,EAS__M
9,HG00703,test,EAS__M
9,NA19076,test,EAS__M
9,HG00427,test,EAS__M
9,HG00631,test,EAS__M
9,HG00630,test,EAS__M
9,HG00429,test,EAS__M
9,HG02514,test,EAS__M
9,HG00598,test,EAS__M
9,HG02360,test,EAS__M
9,HG02375,test,EAS__M
9,HG02379,test,EAS__M
9,HG00728,test,EAS__M
9,HG00442,test,EAS__M
9,HG02355,test,EAS__M
9,HG00701,test,EAS__M
9,HG00621,test,EAS__M
9,HG00674,test,EAS__M
9,HG02085,test,EAS__M
9,NA19089,test,EAS__M
9,HG02398,test,EAS__M
9,NA19091,test,EAS__M
9,HG02083,test,EAS__M
9,HG02364,test,EAS__M
9,HG02382,test,EAS__M
9,HG00706,test,EAS__M
9,NA18621,test,EAS__M
9,NA18740,test,EAS__M
9,HG02082,test,EAS__M
9,HG02020,test,EAS__M
9,NA18536,test,EAS__M
9,HG00500,test,EAS__M
9,NA18549,test,EAS__M
9,HG00684,train,EAS__F
9,HG00623,train,EAS__F
9,HG01806,train,EAS__F
9,NA19087,train,EAS__F
9,HG00514,train,EAS__F
9,HG01795,train,EAS__F
9,NA18972,train,EAS__F
9,NA18597,train,EAS__F
9,NA19081,train,EAS__F
9,NA18981,train,EAS__F
9,NA18538,train,EAS__F
9,NA18592,train,EAS__F
9,HG02048,train,EAS__F
9,NA18630,train,EAS__F
9,NA18602,train,EAS__F
9,HG00479,train,EAS__F
9,HG02184,train,EAS__F
9,NA19054,train,EAS__F
9,NA18997,train,EAS__F
9,HG00585,train,EAS__F
9,HG02152,train,EAS__F
9,NA18593,train,EAS__F
9,HG02156,train,EAS__F
9,HG01600,train,EAS__F
9,NA18628,train,EAS__F
9,NA18591,train,EAS__F
9,HG00590,train,EAS__F
9,HG00513,train,EAS__F
9,HG01871,train,EAS__F
9,HG01850,train,EAS__F
9,HG00705,train,EAS__F
9,NA18954,train,EAS__F
9,HG01804,train,EAS__F
9,HG00615,train,EAS__F
9,HG00851,train,EAS__F
9,HG00717,train,EAS__F
9,HG01815,train,EAS__F
9,HG02182,train,EAS__F
9,HG00596,train,EAS__F
9,HG02513,train,EAS__F
9,HG00438,train,EAS__F
9,HG02019,train,EAS__F
9,HG02016,train,EAS__F
9,NA18964,train,EAS__F
9,HG01599,train,EAS__F
9,NA18596,train,EAS__F
9,HG02057,train,EAS__F
9,HG01029,train,EAS__F
9,NA18980,train,EAS__F
9,NA18573,train,EAS__F
9,NA18627,train,EAS__F
9,HG00612,train,EAS__F
9,HG00699,train,EAS__F
9,HG02139,train,EAS__F
9,NA18999,train,EAS__F
9,HG02153,train,EAS__F
9,NA19090,train,EAS__F
9,HG02180,train,EAS__F
9,HG00544,train,EAS__F
9,HG02164,train,EAS__F
9,HG00561,train,EAS__F
9,HG00663,train,EAS__F
9,HG02140,train,EAS__F
9,NA18640,train,EAS__F
9,HG00423,train,EAS__F
9,HG01796,train,EAS__F
9,NA18553,train,EAS__F
9,NA18951,train,EAS__F
9,NA18547,train,EAS__F
9,HG02078,train,EAS__F
9,NA19065,train,EAS__F
9,HG01799,train,EAS__F
9,HG01868,train,EAS__F
9,HG02081,train,EAS__F
9,HG00597,train,EAS__F
9,HG01874,train,EAS__F
9,HG00620,train,EAS__F
9,NA18615,train,EAS__F
9,HG00410,train,EAS__F
9,HG00672,train,EAS__F
9,NA18991,train,EAS__F
9,HG00450,train,EAS__F
9,HG02068,train,EAS__F
9,NA18545,train,EAS__F
9,HG00558,train,EAS__F
9,NA18939,train,EAS__F
9,NA19064,train,EAS__F
9,HG00408,train,EAS__F
9,HG00443,train,EAS__F
9,NA18570,train,EAS__F
9,NA18531,train,EAS__F
9,NA18956,train,EAS__F
9,HG02133,train,EAS__F
9,HG01851,train,EAS__F
9,NA18987,train,EAS__F
9,HG00651,train,EAS__F
9,HG00632,train,EAS__F
9,NA18552,train,EAS__F
9,NA19059,train,EAS__F
